trans_id	transaction_date	cardholder_name	card_number	merchant	amount	merchant_category
NCC-4011604776	4/22/2019	Frayda Libbe	3570857819114163	Photolist	$79163.68	Kids
WDE-9414444570	8/18/2018	Diahann Mearns	4844087915795222	Demimbu	$95962.00	Automotive
IWE-8335152767	9/30/2018	Alleen Marjoram	30093890059412	Rhynyx	$21267.71	Movies
QPW-7050753599	7/6/2019	Charity Battleson	3589790766436454	Jayo	$31544.83	Shoes
PER-0478781634	8/9/2018	Cairistiona Leddy	5108753825495785	Kazio	$61495.27	Computers
UOI-8617674608	9/19/2018	Welch Stidworthy	341639004961333	Tekfly	$77912.85	Toys
XSE-8382588191	3/6/2019	Jennica Chaddock	3542039047700650	Dynava	$82568.08	Toys
YHG-4734350515	4/8/2019	Katleen Readmire	676329321150446798	Eazzy	$35204.74	Outdoors
AOM-9826825515	5/2/2019	Benedetta Densun	3587003208896273	Aimbu	$96421.58	Grocery
QMR-7827276471	4/28/2019	Beverly Franzonello	3534526484055986	Agimba	$38736.36	Home
BOQ-4671567027	9/30/2018	Trstram Moggie	4041595024619878	Kwideo	$69888.56	Outdoors
AUY-9155677354	5/23/2019	Fidel Osmar	3555107609088659	Yacero	$86504.40	Baby
MQM-5542565302	10/27/2018	Thomasin Beniesh	4917872054368473	Kwilith	$56280.15	Jewelery
DXK-1337691518	10/31/2018	Ignacius Seymour	560222056214197177	Lazz	$39340.30	Movies
TTQ-1481315495	10/26/2018	Gwenette McNirlin	372301060510999	Bluejam	$9907.06	Books
LNF-8816376923	7/8/2019	Donelle Wegner	4917666852323544	Jaloo	$87480.14	Shoes
SHL-6983798485	9/17/2018	Bridie Darque	3563582982607624	Oyoba	$47579.86	Shoes
LXR-6283429381	5/19/2019	Jehu Goodram	5557575439264851	Linkbridge	$94144.43	Baby
ADC-9893911009	8/15/2018	Arri Mordanti	3560778788813530	Topicware	$82090.32	Sports
BPF-6540996255	6/17/2019	Mikkel Abramin	3532247895621892	Lazzy	$10608.00	Clothing
BPH-3435626722	4/5/2019	Karola Vanyashin	6334104781088384	Abatz	$77450.86	Music
RCQ-3494324006	12/17/2018	Leoline Eagland	3563934688929796	Einti	$33927.94	Kids
RCA-1761336682	5/22/2019	Delly Britcher	3536325505059145	Roombo	$85093.89	Garden
DVE-9493973203	9/14/2018	Stacey Forsythe	3575174606240002	Jabbertype	$19320.24	Outdoors
JUO-5336203270	11/28/2018	Mirella Campaigne	3529833123391195	Voonix	$54905.98	Electronics
KPZ-9835432401	9/16/2018	Sander McEneny	5038383378312057	Tagpad	$77083.37	Health
RGM-7893702233	11/24/2018	Rachel Sergison	3584464426489551	Twimbo	$50220.60	Games
ASN-2006509593	1/7/2019	Vern Syfax	3535605902891815	Voomm	$27208.23	Garden
LEO-8650754465	9/24/2018	Morgen Collisson	3562805774919423	Photobug	$25816.64	Grocery
CON-5418517516	2/11/2019	Lonnie Tyrrell	3545636255768381	Chatterpoint	$62851.25	Computers
SVO-5486864252	1/13/2019	Tine Sailor	3558164106937281	Quinu	$36494.88	Computers
SGV-4493963813	6/18/2019	Megan Whibley	560222982034435986	Avaveo	$66884.67	Industrial
WNI-3104805123	2/4/2019	Marlow Gerran	201722477610915	Youopia	$54863.11	Grocery
IZB-8851769109	12/18/2018	Britt Blackader	6759811412058912909	Zoombox	$77446.13	Shoes
IEN-3772459795	5/14/2019	Nettle O' Cloney	374622049230468	Viva	$70080.07	Automotive
YXF-6304771187	1/19/2019	Jere Whittington	490380865109775170	Ainyx	$13111.93	Jewelery
ZZH-8038706682	1/11/2019	Luce Ashingden	3552316634696195	Flipstorm	$38189.41	Music
BKA-4711267393	11/20/2018	Coralie Chatenier	6333504539591267304	Rooxo	$8483.06	Jewelery
UUA-1593425475	1/18/2019	Ichabod O'Gleasane	3585549446544549	Realbridge	$7208.70	Health
KCK-8927860068	5/26/2019	Hart Bussons	3583262833436319	Katz	$4590.74	Grocery
URN-7232397626	10/3/2018	Dwayne Acres	5602245781994712	Devify	$45321.23	Shoes
FZF-6703852697	1/15/2019	Ameline Kneesha	3574591087571533	Realpoint	$88797.82	Clothing
GOH-0531787293	6/8/2019	Druci Grunwall	201452290107069	Jabberstorm	$17602.54	Books
ABR-6256269218	11/21/2018	Dwain Soldner	3556428810411673	Digitube	$58815.69	Games
RBA-7529734238	1/26/2019	Blanca Crips	3568053158810561	Mycat	$98448.80	Electronics
TOT-6264051665	10/16/2018	Marjy Dekeyser	490387109270988061	Quatz	$31665.51	Toys
NHV-5240873096	1/14/2019	Shelby Cubbini	4041596786897	Youfeed	$51478.39	Movies
HMH-9126548326	11/17/2018	Marcos Smartman	374288682567762	Blogspan	$35459.28	Sports
GDU-3151781621	1/15/2019	Fleming Greenhalf	3558587978118905	Yoveo	$28679.58	Baby
MVU-3883897448	7/9/2019	Agnese Pettegree	3579157860145021	Jazzy	$57198.51	Jewelery
UTV-6019861348	12/12/2018	Berta Halewood	3542275416106851	Thoughtworks	$57347.59	Jewelery
GEQ-7391384390	9/17/2018	Susann Piatti	503892594873222703	Skinte	$39141.42	Beauty
EQU-3552508590	1/31/2019	Hayward Garfield	201892209883419	Viva	$33871.51	Health
UMP-3488825142	6/25/2019	Steven Vanyarkin	5602249920396474	Wordpedia	$89273.43	Beauty
AAF-6450598313	3/13/2019	Dorolice Shinton	6762815337493122	Oyoba	$26467.25	Music
SII-2485296953	12/19/2018	Joshuah McGeoch	6387143627535816	Dynabox	$33489.75	Grocery
COH-2758329153	8/30/2018	Raynor Myford	677133067156223707	Talane	$38615.46	Baby
NWB-6953480636	1/29/2019	Dar Rablan	6762181408077470	Oyoba	$70111.02	Home
WJF-4555866322	2/17/2019	Clayton Pavlata	3588190313124433	Leexo	$13826.48	Home
XLM-5065562583	3/4/2019	Golda Eggar	5602244379070217	Thoughtstorm	$71139.37	Health
JOO-2145228694	3/7/2019	Leon Duckering	4026992004867925	Photolist	$21564.82	Outdoors
GMR-9113438424	1/24/2019	Guenevere MacLese	5435288704631659	Voolia	$20490.18	Automotive
JKJ-5036215689	11/16/2018	Tripp Peirpoint	3570507646657583	Edgewire	$82536.52	Health
FRE-9800212602	4/17/2019	Daron Lofts	3548432701263996	Kwilith	$28306.74	Health
JQY-6340289825	4/12/2019	Traver Bourdel	5553795937264013	Skilith	$94476.95	Kids
XYB-7098030202	9/7/2018	Neddy Gavigan	3563205246155129	Gabtune	$14906.11	Sports
UBG-6679174364	6/4/2019	Fairleigh Kimmince	5602243486534719	Mydo	$60255.57	Baby
WJE-3646152479	6/19/2019	Crosby Faires	3560023481212270	Jaxspan	$96559.92	Movies
WZK-4574029706	3/16/2019	Nikaniki Aukland	3547423165999929	Kwimbee	$44128.89	Clothing
UZC-4717071063	8/3/2018	Zelma Legges	3583952040096928	Jabbercube	$42890.62	Games
KYX-6641035455	1/18/2019	Lesya Slisby	6387975808336336	Muxo	$99464.80	Health
OKC-9914820360	2/15/2019	Annamaria Currao	63043874070216069	Livepath	$80424.00	Baby
TLR-8511199914	5/9/2019	Dahlia Evenett	3536385768768667	BlogXS	$62814.67	Health
COY-9772449096	8/6/2018	Brynna Mullin	3581530166386505	Yadel	$90153.78	Automotive
LKT-1006278435	8/22/2018	Iggie Kopp	3551678854610649	Vitz	$66014.83	Clothing
NUG-5471422938	7/23/2018	Ernesta Howgill	5373388018257607	Gabtype	$99848.00	Outdoors
EMY-4193402238	1/27/2019	Tamera Rowney	3577768350233721	Jamia	$13986.97	Kids
NNT-0194182765	7/29/2018	Selle Kachel	5010123051487764	Photospace	$93186.19	Industrial
BTW-4142876250	5/21/2019	Giulio Cordaroy	5007666901241604	Twitterwire	$43924.52	Beauty
ITQ-1558451145	4/29/2019	Charyl Hoogendorp	201730074928838	Browsedrive	$89793.24	Industrial
WLS-1752944824	3/10/2019	Agnese Snalom	30160923765602	Livetube	$8052.23	Sports
VCS-5626298024	2/15/2019	Lanie MacKnight	6759077144685597394	Kwilith	$74988.12	Baby
NGR-8289977035	10/23/2018	Conroy Kofax	490547188008643799	Realpoint	$12654.81	Movies
MFG-5482948191	8/17/2018	Tannie Nannizzi	560224792426313784	Fivechat	$50977.71	Outdoors
DDH-0935070215	10/13/2018	Baron Blaxter	30000252766120	Cogidoo	$59251.20	Shoes
WVG-9683230653	6/29/2019	Ced Dimmock	3544626344317796	Skipfire	$69150.16	Music
XBH-4532189298	12/25/2018	Artemus Barz	3562584348814762	Voolith	$55292.50	Jewelery
IRO-7769956664	8/24/2018	Wyatt MacAndreis	3573211882964939	Oba	$8538.05	Baby
AIR-0389940738	8/29/2018	Sara Burditt	3548349223965272	Flashdog	$30673.64	Health
SAT-0113709603	10/1/2018	Rebecca Frid	5602230663204547	Voolith	$64006.24	Books
ARO-3533330144	3/6/2019	Waverly Elms	3560895707378294	Quire	$80441.06	Sports
JSK-3131637263	2/3/2019	Ashely Borgne	201860016767091	Zazio	$77337.83	Computers
MMJ-9970132247	6/21/2019	Paulie Lark	6709317934694860675	Gabvine	$71571.25	Clothing
TGZ-0311492971	4/21/2019	Delmar Houltham	50181084398492686	Mymm	$39404.78	Beauty
CLE-0621228221	1/25/2019	Malinda Doughartie	5002356048545068	Aivee	$6428.35	Music
DAY-4175453285	7/9/2019	Debra Guyer	6304186352382102	Shuffledrive	$92700.96	Sports
HBA-6039023974	3/2/2019	Loleta Truesdale	490371238377557756	Skynoodle	$20089.62	Health
BNK-7079794488	10/4/2018	Rufe Heatlie	4405562132259419	Wikivu	$86869.34	Toys
NCK-3964972076	2/24/2019	Madelena Kempe	6387594677425243	Jaxworks	$9733.95	Grocery
GFU-4790277409	5/31/2019	Stephana Thundercliffe	5108752607451610	Thoughtbridge	$74088.44	Kids
DSB-5706474588	10/20/2018	Candra Guidini	6331107559786876	Quire	$96861.95	Industrial
SLD-9226956851	11/29/2018	Wilfrid Dooney	5002358489970490	Devbug	$38580.50	Books
ZGV-7968325690	7/11/2019	Milka Hursey	5602251934050283575	Quaxo	$8659.33	Automotive
UJE-4601536068	9/26/2018	Mindy Easseby	3545328216415514	Voonder	$90230.53	Tools
RHB-0032904054	12/7/2018	Billy Iskowitz	6334706838971428	Gigaclub	$53725.78	Grocery
KEL-4410637148	5/4/2019	Greg Orhrt	3574011944232997	Quaxo	$47960.42	Movies
XRD-3505060721	2/2/2019	Waly Brister	3547819078099055	Camimbo	$22309.62	Beauty
ZJO-4327803664	6/24/2019	Tedda Ceschelli	201645210742960	Meetz	$33250.42	Clothing
CMV-9804084481	4/7/2019	Roana Lopez	4905434917872896	Kare	$76614.13	Health
ZIQ-9527309239	5/30/2019	Sapphire Keyse	5479558723595938	Tekfly	$59222.07	Baby
KCE-9361486951	4/25/2019	Jordain Eaklee	374283329778377	Youspan	$57842.08	Tools
FYB-8451539347	6/11/2019	Koressa Hadwick	56022132739532536	Jabbercube	$20365.58	Industrial
JLC-4690275180	10/1/2018	Gabbie Hollidge	3576467442795323	Eire	$21983.02	Shoes
CUS-3018962153	1/30/2019	Win Barney	3551098617140992	Dynava	$2826.59	Grocery
RMN-4702999195	11/30/2018	Channa Hembery	3537602895205754	Youspan	$11545.81	Automotive
BKS-9957989963	9/23/2018	Kelsy Caley	3548293475451187	Yombu	$61769.91	Sports
LHW-6719135020	5/22/2019	Findley Grimsdike	3555087882814783	Devify	$52702.52	Games
HKW-6737571862	3/23/2019	Cherianne Tertre	5602215338314318	Wordify	$50214.53	Clothing
NLW-5896345965	8/8/2018	Somerset Reye	3547596460335228	Skinte	$44321.68	Jewelery
UPA-7640936028	5/18/2019	Teodorico Knok	378983587297129	Roombo	$56646.65	Shoes
QHF-2634028306	5/4/2019	D'arcy Mildenhall	30111556049160	Gabvine	$31303.56	Computers
CMB-9069987920	6/1/2019	Silvana Trudgeon	67620811776612342	Twinder	$31515.87	Home
NFI-6206671126	10/24/2018	Darrin Schimoni	4175005287982219	Quinu	$98229.47	Health
FNZ-6412528019	9/7/2018	Dallas Persent	5412782898627348	Divanoodle	$15600.91	Toys
RDM-2037915419	9/13/2018	Mariel O'Criane	374283991480781	Podcat	$11429.20	Shoes
LBR-1825968230	11/19/2018	Flo White	5268421569317260	Meejo	$62968.93	Games
MRK-1864721450	12/12/2018	Rasla Truder	5602242428283872	Tazz	$93588.09	Outdoors
GRC-0835102071	3/4/2019	Gert D'Aubney	36756599182446	Jaxworks	$78361.44	Tools
SGI-7424783943	10/30/2018	Nye Spenley	3571804690013048	Yozio	$27643.20	Health
VZL-5709513365	7/13/2019	Der Burnes	3552288158462769	Photobug	$77877.49	Computers
MGM-9204622367	8/28/2018	Avrom D'Souza	3546912110041994	Skyble	$69184.70	Automotive
OJA-8176370028	7/8/2019	Richy Aindriu	3578168788507938	Jabbertype	$94895.00	Toys
ZAF-0401913849	7/4/2019	Rolfe Doust	3531000301299535	Eimbee	$81971.20	Outdoors
RVA-1110945222	6/9/2019	Marybelle Berling	4917427712427243	Zoomdog	$15741.85	Outdoors
XWG-7242855348	5/8/2019	Keary Gudger	5048374515990481	Chatterbridge	$59332.32	Music
ETA-0767157636	3/26/2019	Hermina Juris	6771612285763641583	Wikizz	$9230.05	Electronics
TSL-9332878867	9/24/2018	Lorin Downton	4913273226870633	Zooveo	$62047.81	Automotive
AQP-8138615652	3/15/2019	Kipp Verdon	3575563854265952	Meevee	$82434.45	Tools
FTF-5676837823	8/2/2018	Blanca Whitehall	3562397217091259	Wikivu	$69104.91	Outdoors
RRL-7512042479	2/26/2019	Donavon O'Shields	5437696236188576	Meemm	$63654.44	Garden
XFQ-8979170885	11/6/2018	Natale Moisey	3582919363549008	Mymm	$54676.49	Computers
JRY-3476669920	7/17/2019	Packston Mardell	3529087642115391	Realblab	$15026.14	Electronics
IZJ-0279385955	4/24/2019	Andeee Watmore	561060235742258692	Ooba	$86745.79	Garden
GTX-7479722328	12/23/2018	Drake Bravey	3540751061180179	Photobean	$81765.60	Outdoors
OEP-6361983491	5/20/2019	Ajay Petrashkov	4911504962835999513	Centizu	$72337.83	Outdoors
KMI-5701437716	11/30/2018	Moira Schaffel	3535951413501661	Youspan	$14188.80	Beauty
BBL-8216293621	10/28/2018	Georgeanne Impey	3569498146140416	Bubblemix	$81986.05	Movies
PKP-3946752942	2/25/2019	Reed Scathard	4041594179939264	Ooba	$38417.13	Jewelery
MLC-6797862319	6/3/2019	Rosemary Dunley	3550309416558495	Rhyzio	$90325.15	Beauty
WCE-9340972976	2/2/2019	Rodrigo Mignot	3570271983579658	Brainlounge	$37383.18	Movies
OPT-8326474733	3/16/2019	Abagail Collens	3549533315593824	Pixonyx	$8303.75	Garden
MBH-9870403739	7/8/2019	Maiga Karolovsky	30341999185988	Lajo	$42939.43	Clothing
TMR-1526801953	11/10/2018	Hamlin Brettell	3552946811229335	Feedmix	$34748.01	Shoes
VZJ-8964073952	8/21/2018	Marcelo Clayhill	4913124232187357	Tambee	$89876.15	Health
NTY-7234260077	5/26/2019	Amye Lownsbrough	6706267024448578082	Browsebug	$65767.13	Music
WQR-9457791340	12/8/2018	Beltran Valsler	5336011838347715	Yakidoo	$5829.76	Kids
XDL-1152116415	4/12/2019	Cyrus Slocket	3577476250776340	Voonder	$41017.61	Grocery
MMM-4142051915	2/25/2019	Staci Disdel	3574473471609528	Demivee	$95597.27	Baby
VBM-4771157049	4/23/2019	Kayla Ebben	3580873422637670	Trudeo	$65910.94	Books
LLZ-2796037861	4/5/2019	Amargo Gather	3528955019623182	Centidel	$56421.29	Garden
QAP-8618705626	6/6/2019	Fianna Vaulkhard	3534077679242831	Yodel	$74742.34	Beauty
HBD-1441991898	6/10/2019	Lavena Kenwin	6759133212428551259	Twiyo	$57602.30	Kids
UXD-6754838589	6/24/2019	Lawton Heathcote	3570433603959310	Meemm	$3052.94	Electronics
HDN-5767429212	10/4/2018	Marsiella Grainge	3586393709833508	Oyondu	$48436.66	Sports
QCB-6193946619	2/3/2019	Alvy Lashbrook	677112700299683651	Skippad	$92329.70	Home
EFC-8384358083	4/18/2019	Flemming Moisey	676361424600642609	Miboo	$37346.32	Jewelery
KCP-1423045925	8/18/2018	Bernice Heiss	5331406314681717	Brainlounge	$55094.53	Toys
KXU-8080900804	2/7/2019	Colene McCrone	4936426061185854	Twitternation	$96047.90	Jewelery
NJE-5116906466	1/9/2019	Therine Leftly	5100172201101008	Eidel	$93929.09	Movies
BDO-9305625523	1/12/2019	Lesli Sommers	30353289433622	Eidel	$44110.69	Beauty
DSV-8576937716	12/1/2018	Perla Arnaudi	5602253559546051019	Oyondu	$84520.37	Garden
SBO-5450710419	3/7/2019	Conant Ortler	3537875944034827	Jaloo	$1425.69	Movies
SZQ-4059036579	1/20/2019	Dun Himpson	5100144574421693	Janyx	$2442.94	Health
PNE-7050921353	8/10/2018	Marieann Menpes	201896780389084	Trudeo	$44850.59	Games
YXV-7980413713	4/14/2019	Jorry Salvidge	5579928727365159	Lajo	$49381.27	Industrial
RPC-4209377538	11/20/2018	Ewan Sarney	30302814490912	Quinu	$7471.08	Clothing
TQV-8154368013	8/16/2018	Leesa Craigie	376684903666789	Plajo	$64151.03	Clothing
TEX-5090197866	6/25/2019	Jabez Reis	3541319517454421	Digitube	$25764.75	Toys
XDK-1093571343	2/27/2019	Florella Olyfant	3588585520553938	Edgewire	$47773.73	Sports
IBW-0017655688	6/4/2019	Tynan Symcox	3536163820758624	Innojam	$61703.81	Kids
ANG-1401019466	2/13/2019	Garry Cookman	5100178228486215	Skippad	$33760.90	Kids
HSL-9698631259	3/21/2019	Fin Shedd	3528182355621098	Edgetag	$32253.70	Automotive
MAM-6543272809	12/6/2018	Toinette Gillopp	3549751744898990	Twitterlist	$79152.03	Garden
RJT-0986869302	10/19/2018	Kip McGeouch	3569807906247841	Devbug	$93279.07	Industrial
LKS-6240229292	6/14/2019	Rudy Phetteplace	3545619265636095	Feedspan	$70608.84	Electronics
IRB-5029325056	5/11/2019	Thedric Klageman	5007667548253309	Jaxspan	$93155.42	Books
PBY-9466179393	6/23/2019	Jose Flag	378333960559739	Devshare	$72971.72	Baby
FJY-2612978333	3/23/2019	Ryan Rourke	589352800889283882	Dabfeed	$33664.43	Garden
WWW-8266270348	8/14/2018	Bart Rainard	5641829513247103457	Shuffledrive	$85586.84	Toys
NZS-6191124320	6/17/2019	Vanya Katte	5256531209293749	Brightdog	$63025.12	Baby
SKM-2589300128	6/15/2019	Christoph Walsh	3586861653608209	Twitterbridge	$55268.18	Computers
OXX-7905313106	6/30/2019	Illa Dael	374622592185630	Browsezoom	$66087.18	Grocery
DHK-4855548740	2/12/2019	Nadeen Ghidelli	5893944288266164	Zooveo	$94936.39	Books
PGA-7804332290	8/22/2018	Britt Gorhardt	3572680301600137	Brightbean	$97954.53	Electronics
YMC-5010491060	10/4/2018	Gerhardt Timeby	3558609403765637	Photobug	$79522.52	Music
VEK-4947160991	10/19/2018	Judas Somerbell	3544456671918754	Digitube	$11893.96	Garden
CYK-1006662996	2/11/2019	Sabra Rosenblum	3536797529584516	Myworks	$66741.78	Toys
QIC-3860303821	1/7/2019	Loralee Rudiger	6333059188992703548	Viva	$41090.49	Computers
KNB-6386695716	4/21/2019	Kamila Booton	3554234979860474	Babblestorm	$97592.31	Games
TTO-1861802848	6/21/2019	Howie Postles	3588018899877233	Voonyx	$87672.52	Electronics
UBZ-2422684215	11/11/2018	Hayden Purnell	3556281212631574	Wordware	$35669.66	Jewelery
PYJ-9781685733	6/25/2019	Lonee Chaffen	630403593078970796	Tagopia	$62930.75	Books
DAR-7375524568	9/8/2018	Dougy Jaspar	5020229495927865	Jamia	$20126.30	Toys
TLF-0273164054	3/25/2019	Carlee Funcheon	3567286251381699	Avamba	$50244.55	Sports
IBA-2997638140	11/9/2018	Prudence Moulsdall	6331105946544014492	Roodel	$82691.68	Clothing
KYV-2065949087	1/20/2019	Valery Perkins	374622455785872	Browseblab	$19100.18	Outdoors
KTV-5384184684	7/19/2019	Willow Lewendon	337941553781815	Tanoodle	$59437.14	Tools
WBB-6425255707	4/14/2019	Edita McNair	630434992518541642	Dabshots	$67043.70	Movies
YLU-4190803663	12/4/2018	Gunar Hedin	50204272261945327	Zoombox	$44432.61	Kids
FWS-4552838355	11/13/2018	Aurlie Fiddy	503859223366831801	Fanoodle	$74129.97	Garden
GOB-5155313862	8/12/2018	Mureil MacVaugh	3581801093728592	Skyba	$55083.13	Automotive
MUH-5895211324	2/26/2019	Vasilis Pace	5100136110370194	Tagcat	$85505.54	Clothing
RHM-0607921656	10/12/2018	Gertie Andreoletti	67618335616293158	Janyx	$38984.67	Sports
MGL-1350880183	1/8/2019	Nevin Rabb	5108758619586723	Skivee	$25022.43	Toys
LNQ-5345217888	12/28/2018	Lizzie Gleaves	3583448004004958	Photospace	$26406.26	Computers
GQB-0473170066	2/8/2019	Patrice Cattlow	670949139688533843	Flashdog	$85830.80	Books
GLI-1301385804	7/24/2018	Chery Brockett	3548956404088433	Yabox	$29794.95	Books
KWH-3416356668	3/20/2019	Ashia Ovize	4917914763474406	Vimbo	$63379.74	Industrial
DTA-8035014737	4/13/2019	Dulcine Bunford	3589253497666709	Dynabox	$68927.20	Computers
OGZ-1982298697	9/15/2018	Verile Banke	3578883179481184	Quaxo	$48081.64	Industrial
WRT-2230462837	5/20/2019	Norbert Baitson	3579852848259585	Pixope	$36451.80	Jewelery
SOD-0013261435	5/21/2019	Leodora Odell	201583405367725	Pixonyx	$6367.53	Beauty
DJY-1356696489	12/5/2018	Carry Scarlet	5406977514136546	Kazu	$76480.44	Games
XIZ-3885546634	4/13/2019	Lynna Vel	3581812602536194	Wordware	$28747.26	Home
BQR-7474152171	5/10/2019	Yelena Cosgrive	3538748756007976	Twinte	$4434.67	Grocery
ETK-0085211476	3/6/2019	Hammad Kissick	5610320493567351	Wordify	$59929.91	Health
XSU-2110848557	7/28/2018	Janeen Champion	3532113466552215	Livepath	$21878.89	Industrial
FYP-4534642405	7/18/2019	Maressa Cartmell	3577645791795304	Babbleopia	$28453.73	Jewelery
OKP-0250606136	2/19/2019	Holly Andrusyak	3580576656866556	Trilith	$38731.30	Outdoors
WED-4825351115	12/17/2018	Carce Swarbrigg	3585672411479200	Flipopia	$8855.17	Home
BVS-6944675054	9/18/2018	Brantley Baynard	5602211759510138	Devbug	$12894.80	Clothing
KXG-4373556948	10/18/2018	Guillaume Dowtry	3528565758891534	Zoonoodle	$23005.75	Industrial
LUE-9877346764	5/9/2019	Ethel Suttaby	3539100210673846	Jabberbean	$89572.72	Outdoors
CUT-0346393498	9/25/2018	Donavon Evens	3569195068504286	Myworks	$72310.74	Beauty
RJM-9363776478	8/10/2018	Richardo de Clerq	3578845305341582	Twitterbeat	$49841.37	Movies
LPN-9009914300	1/4/2019	Shay Sutter	3573751412272360	Skimia	$95540.73	Shoes
WNN-5086206852	10/13/2018	Charlean Frandsen	3576673792252506	Meejo	$7321.64	Sports
FOZ-0498365092	11/20/2018	Ignace Leven	3555885846916515	Fliptune	$34481.69	Toys
OUR-6485896159	4/12/2019	Marylynne Monson	4175001288872814	Centizu	$51149.58	Electronics
OTR-3930466308	8/30/2018	Gibby Haddacks	30412840844881	Pixope	$83034.02	Kids
YZB-0703597347	3/10/2019	Roanne Alldread	5602221089418290	Buzzster	$7830.65	Home
TWF-5331284127	1/25/2019	Rawley Andras	5108752218582506	Blogtag	$985.83	Garden
HFT-3600152667	2/7/2019	Cristabel Ridulfo	374283513156117	Vitz	$72737.18	Electronics
VPU-2692016959	7/28/2018	Freddie Konke	3545379646959845	Brainverse	$3572.88	Toys
GIQ-9139358671	2/19/2019	Jordan Punchard	0604855412475417	Aivee	$79757.05	Music
WJW-7520723236	6/7/2019	Tallou Showalter	3540139696976502	Oyoloo	$72652.94	Kids
WUF-3027902865	5/23/2019	Jory Prince	6333322258862633470	Browseblab	$5106.80	Grocery
KGM-9912334941	5/31/2019	Courtenay Emnoney	3544613723750243	Youspan	$70968.08	Shoes
NZH-2747548353	2/13/2019	Dennie Banaszkiewicz	3530850084065649	Einti	$90173.98	Music
ECA-5146787820	4/25/2019	Bogart Willman	5007668884464625	Vitz	$16522.23	Baby
LUC-8670690662	9/26/2018	Shandie Craydon	30449561050728	Bubblebox	$54789.87	Health
UYW-6015176969	1/5/2019	Wren Dutnall	3557701446130027	Katz	$4712.81	Movies
OSU-0907433437	2/8/2019	Eduardo Harraway	3535062470014885	Podcat	$25864.06	Outdoors
PII-6960923967	1/23/2019	Conrade Nesby	30259646992376	Flashpoint	$17105.43	Beauty
CTP-4548947221	2/23/2019	Fred Mountfort	5100144391177619	Quimba	$28241.86	Home
GGR-7697943480	11/21/2018	Claudian McManamen	201707550682931	Tagpad	$34108.46	Music
JSK-3120932183	11/2/2018	Ainslee Bridgeman	5020035764503917083	Brainverse	$48816.90	Tools
LWY-0021534240	1/22/2019	Rosie Baulcombe	201851018140387	Zoomlounge	$60733.11	Jewelery
RXN-2599882798	8/14/2018	Maybelle Suermeiers	3580053162759816	Tagcat	$32816.15	Clothing
FRG-8997567192	4/6/2019	Trude Driuzzi	3542419226157890	Skiptube	$3417.76	Books
YTQ-4097833118	9/8/2018	Tasia Pickburn	4936764165384480	Kwimbee	$78832.98	Tools
ALC-2034596858	2/7/2019	Vally Silkston	3559401660052084	Mynte	$93494.25	Jewelery
FVW-5490080808	6/1/2019	Rycca Powles	201931089777133	Zoovu	$51389.28	Toys
NIB-3149840196	11/27/2018	Otha Scowcroft	3583034763146659	Twiyo	$63552.97	Shoes
WYQ-1255620420	9/8/2018	Eolanda Strang	3567193798174605	Riffpath	$84601.05	Beauty
CYF-6325901749	7/23/2018	Ahmed McGarva	30503696777173	Flashpoint	$33117.77	Baby
SBC-2354874902	1/8/2019	Ferrell Quipp	3560331833413334	Oodoo	$97442.67	Garden
ENP-5298715056	4/5/2019	Fleurette Speechley	201796345602007	Divavu	$32359.16	Books
PEN-1966146154	1/4/2019	Jeffrey Dutnell	3557571189079297	Digitube	$42430.67	Games
UGE-0116089777	9/15/2018	Isaak Coaten	3570689470053731	Rhynyx	$83293.40	Health
TCQ-8946902356	3/26/2019	Doe O'Farrell	50381267248783739	Zoovu	$36319.72	Automotive
DIL-8629459872	2/27/2019	Gabby Perett	3565914366115528	Minyx	$31960.60	Music
OFU-7074627706	1/26/2019	Taddeo Bierling	5602227502184153	Fivebridge	$40589.07	Electronics
THG-9445537372	12/15/2018	Byrom Duckhouse	3529375724069119	Tagtune	$9189.90	Computers
ECS-9882639728	10/22/2018	Jennifer Teesdale	50384671419625024	Eare	$47982.07	Garden
LDK-2944005508	9/1/2018	Nari Buckham	3562258471130227	Photofeed	$96425.73	Health
YST-9775422690	10/30/2018	Kinna Balsillie	374622135311305	Tambee	$35446.17	Kids
GWC-3603165745	1/1/2019	Yasmeen Renshaw	4026317526675194	Rhycero	$59723.49	Baby
JQD-2116424585	2/5/2019	Kati MacParland	3544210059733354	Brainbox	$28999.41	Electronics
IZK-3743361229	6/1/2019	Maisie Bushen	6379801596378944	Tagpad	$22003.41	Music
CNN-0132045027	6/24/2019	Hermione Palser	3545304151578152	Aimbo	$96719.35	Baby
HWZ-6162508488	2/28/2019	Ninette Muddiman	633306457484249926	Oyondu	$60613.96	Automotive
TQK-6792309716	6/30/2019	Zelig Silveston	3584357930199023	Mynte	$52014.03	Outdoors
OYZ-9688447900	1/26/2019	Kienan Purkis	67714428862583407	Quimba	$93209.88	Clothing
POL-3908162631	8/8/2018	Philipa Harce	3585533449793584	Riffpedia	$54485.74	Computers
ZWA-1507209168	2/12/2019	Nester Torry	5641822993533356	Innojam	$64730.30	Garden
UJV-1755843473	2/17/2019	Ethelin Smoote	560223077917346712	Fivebridge	$23214.38	Computers
XMZ-0706180863	3/5/2019	Vivian Auchterlonie	4405061396053956	Vinder	$47936.79	Movies
